order_id,order_timestamp,origin_zip,destination_zip,carrier_code,item_category,distance_miles,warehouse_processing_hours,weather_score,holiday_flag,weekend_flag,historical_carrier_delay_days,actual_delivery_days
52199,2024-05-29 04:27:36,41486,37792,CARRIER_C,oversize,498.0,49.0,9.9,0,0,0.07,4.67
52200,2024-12-15 07:42:25,45767,83882,CARRIER_D,standard,1800.6,49.1,0.8,0,1,2.36,6.81
52201,2025-02-06 21:05:21,30354,57211,CARRIER_C,oversize,667.7,39.4,8.6,0,0,0.29,5.66
52202,2024-04-29 13:53:16,47104,24752,CARRIER_A,oversize,2389.8,38.1,5.4,0,0,2.6,6.81
52203,2025-08-15 05:33:45,31543,98412,CARRIER_E,fragile,1713.9,66.6,3.1,1,0,1.76,9.17
52204,2025-07-16 23:39:15,35545,63897,CARRIER_E,standard,1231.5,68.0,1.4,1,0,2.31,7.66
52205,2024-05-16 19:26:18,09264,16792,CARRIER_D,standard,1184.3,13.6,9.3,0,0,2.47,5.77
52206,2024-01-27 09:56:00,40274,79610,CARRIER_C,fragile,2586.5,4.9,4.5,0,1,2.55,6.68
52207,2024-01-04 07:40:16,67661,69188,CARRIER_A,perishable,141.4,71.5,9.1,0,0,0.08,4.0
52208,2024-08-01 20:08:22,91823,09147,CARRIER_D,perishable,29.4,56.9,4.9,0,0,2.8,4.12
52209,2024-04-01 16:37:34,99606,68109,CARRIER_C,oversize,2743.3,41.0,1.9,0,0,1.26,7.63
52210,2024-01-13 17:24:24,78742,75678,CARRIER_B,perishable,1724.2,37.2,0.5,0,1,1.47,4.56
52211,2024-12-02 11:31:52,87302,58555,CARRIER_D,fragile,857.8,32.8,6.1,0,0,2.51,4.96
52212,2025-01-18 06:00:28,34728,68659,CARRIER_C,standard,2715.5,8.3,5.8,0,1,2.84,6.52
52213,2024-01-14 13:48:08,96688,39513,CARRIER_B,standard,820.0,57.2,3.1,0,1,2.32,5.07
52214,2025-03-13 00:24:58,86561,82076,CARRIER_A,fragile,1765.4,17.5,5.8,0,0,0.64,4.68
52215,2024-10-21 09:15:11,21084,72248,CARRIER_D,perishable,585.1,23.0,2.7,0,0,2.84,3.57
52216,2024-05-26 05:55:36,72272,46753,CARRIER_B,perishable,1850.6,36.3,8.8,0,1,0.66,6.63
52217,2024-03-22 03:29:22,06945,01467,CARRIER_C,perishable,999.2,68.4,5.6,0,0,2.05,6.3
52218,2025-07-08 04:25:41,32505,66916,CARRIER_A,fragile,534.2,60.7,9.3,0,0,2.61,4.8
52219,2024-03-19 16:04:03,27597,56355,CARRIER_C,perishable,333.5,61.3,6.5,0,0,0.6,4.8
52220,2024-05-26 08:38:10,78807,54832,CARRIER_D,perishable,1016.1,30.3,9.6,0,1,2.09,6.26
52221,2025-06-04 04:56:42,60929,79288,CARRIER_E,standard,561.3,57.2,9.2,0,0,2.8,6.16
52222,2025-04-04 15:28:43,30290,75365,CARRIER_C,standard,416.6,31.4,2.7,0,0,0.34,2.0
52223,2025-12-30 15:11:27,73219,04492,CARRIER_E,fragile,181.7,58.2,3.0,0,0,2.66,4.98
52224,2024-01-30 12:22:27,10057,74360,CARRIER_E,standard,2625.9,65.1,0.2,0,0,0.58,9.43
52225,2024-05-21 23:19:04,78250,06519,CARRIER_D,perishable,890.4,21.7,9.1,0,0,1.52,4.67
52226,2025-04-27 23:23:16,86575,67646,CARRIER_C,fragile,1357.3,43.2,7.3,0,1,2.5,6.11
52227,2024-06-16 14:24:04,04660,82216,CARRIER_C,standard,2705.4,13.3,8.1,0,1,2.3,7.78
52228,2024-10-05 02:26:13,74561,14963,CARRIER_C,perishable,729.2,49.3,2.2,0,1,1.39,4.25
52229,2024-08-04 09:14:50,60700,10138,CARRIER_D,oversize,592.5,27.0,2.7,0,1,0.88,2.98
52230,2025-08-13 02:32:43,23133,87752,CARRIER_E,oversize,1472.9,48.6,0.7,0,0,0.11,6.18
52231,2025-07-27 03:06:56,26506,26366,CARRIER_D,fragile,523.7,59.0,1.0,0,1,1.88,4.58
52232,2025-08-11 05:35:15,21679,91221,CARRIER_A,standard,2425.0,35.8,4.9,0,0,0.38,7.12
52233,2025-01-04 07:15:31,26259,03248,CARRIER_D,oversize,1092.5,32.6,0.7,0,1,2.62,4.24
52234,2024-12-22 01:11:05,32964,33196,CARRIER_B,fragile,730.7,24.1,2.0,0,1,0.58,3.37
52235,2025-02-20 14:15:40,78368,70536,CARRIER_E,oversize,268.9,49.1,0.3,0,0,0.71,3.26
52236,2024-02-19 03:19:22,28470,67560,CARRIER_C,perishable,330.4,39.2,2.9,0,0,2.22,3.46
52237,2025-02-02 22:48:18,89426,39921,CARRIER_A,perishable,2145.9,57.6,9.8,0,1,2.86,8.87
52238,2024-07-20 21:59:41,54507,31139,CARRIER_A,oversize,1242.5,24.7,7.1,0,1,2.13,4.11
52239,2025-11-15 06:44:45,59789,62720,CARRIER_C,perishable,527.4,60.7,7.5,0,1,2.02,4.81
52240,2024-05-14 10:57:38,90043,33805,CARRIER_C,perishable,818.9,35.9,5.5,0,0,1.08,4.44
52241,2024-01-26 10:37:26,01882,80586,CARRIER_B,fragile,1693.3,29.1,7.2,1,0,0.25,6.84
52242,2025-12-04 07:08:25,41842,13539,CARRIER_B,fragile,1939.6,27.8,3.1,0,0,2.79,6.36
52243,2024-04-25 06:40:53,32761,97140,CARRIER_B,fragile,2092.3,10.1,6.3,0,0,0.07,6.3
52244,2025-01-12 18:31:26,80092,31749,CARRIER_D,fragile,2243.7,35.2,7.3,0,1,2.38,8.39
52245,2024-10-05 22:37:09,94003,52724,CARRIER_E,fragile,2611.0,25.2,9.9,0,1,2.73,9.41
52246,2024-07-15 14:16:07,95891,16960,CARRIER_C,oversize,2029.7,6.3,1.5,0,0,1.13,5.02
52247,2024-12-22 06:18:09,62121,51140,CARRIER_C,oversize,1315.4,21.3,3.8,0,1,0.59,4.38
52248,2025-06-18 16:08:53,27765,20770,CARRIER_E,oversize,1445.1,1.8,2.9,0,0,2.89,4.43
52249,2024-03-24 04:10:28,83423,11612,CARRIER_D,fragile,2152.1,50.8,9.4,0,1,1.65,8.88
52250,2025-04-27 22:18:16,57566,85583,CARRIER_C,fragile,562.0,57.3,9.7,0,1,0.31,5.31
52251,2025-10-14 00:19:56,47774,02844,CARRIER_E,oversize,1224.9,61.4,3.1,0,0,2.21,7.15
52252,2024-07-30 21:12:58,45167,97456,CARRIER_D,standard,2166.3,5.9,3.1,0,0,0.08,5.49
52253,2025-05-09 20:05:17,44674,59784,CARRIER_C,perishable,1996.0,42.4,3.9,0,0,1.4,7.02
52254,2025-11-02 20:11:16,86855,55636,CARRIER_A,standard,1451.2,28.8,5.8,0,1,0.58,4.97
52255,2025-11-11 12:54:13,55396,04008,CARRIER_E,fragile,1909.5,38.8,9.1,0,0,0.5,8.38
52256,2025-04-17 23:34:12,88309,93306,CARRIER_D,standard,107.0,68.5,2.2,1,0,0.53,4.85
52257,2025-11-17 18:50:15,84348,87655,CARRIER_E,perishable,2476.4,24.9,3.4,0,0,2.91,7.21
52258,2025-07-21 09:35:08,27601,84385,CARRIER_D,standard,749.3,30.9,9.1,0,0,0.06,5.06
52259,2025-01-09 03:34:44,94729,43057,CARRIER_E,standard,959.5,55.6,0.5,0,0,2.07,4.82
52260,2024-04-01 20:24:12,33664,23491,CARRIER_D,perishable,587.1,8.8,8.2,0,0,2.54,4.48
52261,2025-09-14 16:42:15,53438,81705,CARRIER_E,fragile,2972.6,14.0,9.4,0,1,0.54,9.86
52262,2024-07-28 05:21:44,93303,66915,CARRIER_B,oversize,1855.6,3.8,4.7,1,1,2.16,6.75
52263,2025-06-21 19:56:25,95741,59845,CARRIER_B,fragile,2927.6,44.1,1.1,1,1,0.89,8.56
52264,2025-04-15 18:12:31,14521,85676,CARRIER_C,oversize,1404.6,18.7,2.0,0,0,2.36,4.57
52265,2024-09-20 04:06:11,78369,38631,CARRIER_A,standard,1434.2,18.9,0.1,0,0,0.22,2.75
52266,2025-07-19 12:23:33,52210,16283,CARRIER_A,fragile,982.9,1.1,1.7,0,1,2.48,1.33
52267,2025-04-24 20:45:33,77622,29801,CARRIER_C,oversize,2787.7,6.6,5.1,1,0,1.44,7.47
52268,2025-06-28 04:53:41,86904,69893,CARRIER_D,fragile,1169.4,47.3,1.2,0,1,1.2,5.41
52269,2025-11-26 12:08:05,94465,74356,CARRIER_A,oversize,2928.4,13.2,0.9,0,0,0.16,6.47
52270,2024-07-19 15:02:30,10395,69474,CARRIER_C,fragile,2394.7,21.5,2.8,1,0,0.44,7.49
52271,2025-07-11 17:26:18,14040,11099,CARRIER_D,standard,1808.2,13.3,5.9,0,0,2.65,6.02
52272,2024-01-29 23:48:06,66602,74610,CARRIER_C,perishable,1377.9,60.5,3.3,0,0,2.61,6.0
52273,2025-06-01 20:54:01,04882,99576,CARRIER_C,oversize,2179.2,16.4,4.3,1,1,0.03,7.28
52274,2024-04-23 12:14:41,61476,21621,CARRIER_A,perishable,1997.2,37.4,9.3,0,0,1.89,7.32
52275,2024-06-10 23:11:18,11946,77071,CARRIER_B,perishable,2144.3,68.9,4.1,0,0,0.95,7.72
52276,2024-05-22 18:49:51,71099,81817,CARRIER_A,standard,2229.6,68.1,6.4,0,0,2.06,8.04
52277,2025-08-29 17:22:16,56638,64311,CARRIER_E,perishable,981.6,47.0,5.2,0,0,1.47,6.25
52278,2024-09-29 21:56:53,92333,05749,CARRIER_A,standard,200.7,50.9,3.8,0,1,0.16,2.54
52279,2024-10-11 10:55:35,85899,62570,CARRIER_B,perishable,2240.6,4.7,1.8,0,0,2.59,5.04
52280,2024-09-20 19:07:23,31880,34263,CARRIER_B,fragile,1000.2,71.9,9.6,0,0,2.85,7.26
52281,2025-03-31 13:50:42,05187,94478,CARRIER_B,standard,2117.3,39.5,5.3,0,0,2.26,6.92
52282,2025-10-30 16:07:03,57302,02455,CARRIER_A,fragile,1014.5,43.8,2.5,0,0,2.61,3.8
52283,2025-05-09 17:46:43,50911,03279,CARRIER_B,oversize,180.5,51.1,8.6,0,0,2.2,4.28
52284,2024-03-14 21:39:05,41801,71642,CARRIER_E,perishable,1612.0,26.0,8.3,0,0,1.35,7.13
52285,2025-01-11 03:01:47,62645,30845,CARRIER_B,standard,539.3,18.3,7.3,0,1,0.37,3.72
52286,2024-03-19 12:39:06,69740,40471,CARRIER_A,perishable,454.4,36.6,8.3,0,0,1.04,3.15
52287,2024-04-30 21:03:12,60928,83985,CARRIER_A,standard,484.5,28.2,0.1,0,0,0.39,1.8
52288,2024-05-23 13:52:08,95286,31511,CARRIER_E,fragile,1219.4,17.1,0.0,0,0,1.16,4.58
52289,2025-05-24 03:26:00,29081,34046,CARRIER_C,fragile,2072.5,71.5,0.1,0,1,2.58,7.04
52290,2025-10-01 02:47:27,51273,32662,CARRIER_B,fragile,259.8,37.0,8.3,0,0,0.58,3.75
52291,2024-06-29 11:41:07,24168,73327,CARRIER_E,standard,1829.9,51.6,3.9,0,1,2.78,8.34
52292,2025-11-18 19:35:31,67474,10164,CARRIER_E,fragile,2654.4,47.2,3.7,0,0,0.91,8.78
52293,2024-07-12 17:11:13,02261,49337,CARRIER_C,fragile,745.3,10.2,9.6,0,0,0.94,3.71
52294,2024-08-12 05:19:01,61663,22264,CARRIER_B,fragile,1947.6,6.5,3.4,0,0,2.64,5.43
52295,2024-04-02 13:23:13,15938,07047,CARRIER_E,oversize,1752.8,29.9,8.3,0,0,1.17,7.79
52296,2024-02-04 02:26:25,00476,78541,CARRIER_E,oversize,2784.3,9.0,1.1,1,1,0.98,8.97
52297,2025-03-28 13:23:18,01293,76699,CARRIER_E,perishable,896.5,59.0,4.6,0,0,2.46,6.51
52298,2024-10-24 10:49:43,65541,96466,CARRIER_A,fragile,1663.9,12.6,5.6,0,0,0.64,4.68
52299,2024-03-26 16:56:54,48808,61216,CARRIER_D,fragile,2663.2,35.2,0.8,0,0,2.88,8.19
52300,2025-02-16 05:27:49,57773,91262,CARRIER_C,fragile,865.5,46.7,8.6,0,1,2.11,6.38
52301,2024-09-09 00:11:55,66291,40286,CARRIER_C,perishable,2851.3,17.6,1.9,0,0,0.58,7.62
52302,2024-10-13 18:33:08,17539,14603,CARRIER_E,fragile,2140.7,42.3,3.1,1,1,0.09,9.88
52303,2025-10-11 08:25:44,61091,89804,CARRIER_C,perishable,84.5,36.9,1.7,0,1,0.42,2.52
52304,2024-10-21 13:10:25,46761,37566,CARRIER_E,perishable,31.5,50.7,4.9,0,0,2.97,4.24
52305,2024-11-26 17:43:00,71809,36639,CARRIER_C,perishable,1872.2,27.6,1.9,1,0,1.74,6.02
52306,2025-05-16 17:16:42,49918,01322,CARRIER_E,perishable,986.5,36.9,8.7,0,0,2.01,6.85
52307,2025-10-14 23:43:21,08254,42526,CARRIER_C,standard,2322.0,63.2,8.7,0,0,1.9,9.55
52308,2025-06-22 21:14:47,14958,33842,CARRIER_A,fragile,1398.4,5.5,2.3,0,1,2.27,2.58
52309,2024-12-25 16:24:04,56629,46446,CARRIER_D,standard,1282.7,46.2,0.8,0,0,0.74,5.29
52310,2024-08-11 02:48:08,01542,28521,CARRIER_E,standard,563.4,50.0,9.7,0,1,1.29,5.62
52311,2024-05-10 13:10:05,20373,00431,CARRIER_C,standard,1420.3,27.2,7.8,0,0,2.57,5.85
52312,2024-03-31 06:03:58,92121,66961,CARRIER_C,standard,75.1,44.0,8.4,0,1,2.33,3.69
52313,2025-07-08 00:12:10,64548,76824,CARRIER_E,perishable,283.3,27.9,5.9,0,0,1.25,4.23
52314,2025-06-21 22:46:25,82978,74241,CARRIER_E,fragile,2735.6,8.2,2.6,0,1,0.58,7.84
52315,2024-09-15 00:23:56,80774,92552,CARRIER_E,fragile,472.7,14.7,5.7,0,1,1.72,4.76
52316,2025-11-16 06:32:56,80203,45270,CARRIER_E,perishable,391.2,61.5,2.7,0,1,1.8,4.9
52317,2025-12-06 11:30:49,63776,42263,CARRIER_D,standard,2065.7,23.2,5.4,0,1,1.31,6.76
52318,2025-03-29 03:39:27,54885,46837,CARRIER_A,fragile,2974.8,5.7,5.6,0,1,1.11,6.47
52319,2024-07-10 08:30:14,39522,61942,CARRIER_E,perishable,594.8,45.9,1.3,0,0,1.01,4.66
52320,2025-01-04 18:52:07,67628,65261,CARRIER_A,oversize,2599.8,48.3,6.5,0,1,0.15,7.86
52321,2025-08-23 04:01:22,38645,85524,CARRIER_A,standard,2767.9,44.3,3.1,0,1,1.97,7.06
52322,2025-01-05 01:16:44,64223,55576,CARRIER_E,oversize,2551.5,35.9,0.7,0,1,2.48,8.08
52323,2024-12-26 12:26:00,55867,27734,CARRIER_B,perishable,1178.6,22.7,2.4,0,0,1.54,3.86
52324,2025-01-23 20:04:22,31475,91808,CARRIER_B,fragile,429.0,31.1,7.9,0,0,0.91,4.12
52325,2025-09-06 18:09:26,89230,26557,CARRIER_D,perishable,1287.5,12.5,6.1,0,1,0.42,5.17
52326,2024-10-26 19:11:37,93868,00373,CARRIER_E,fragile,2983.6,56.6,8.3,0,1,1.66,11.21
52327,2024-05-13 14:47:41,65643,87960,CARRIER_B,standard,1583.1,57.9,2.5,0,0,2.38,5.79
52328,2025-01-10 01:14:33,37944,61893,CARRIER_E,perishable,2694.7,48.2,9.8,0,0,1.11,10.7
52329,2025-04-07 13:52:18,09815,26117,CARRIER_C,oversize,1980.7,6.8,4.6,0,0,0.06,5.44
52330,2025-11-13 08:04:04,73408,24401,CARRIER_B,perishable,2755.0,56.4,9.4,0,0,0.9,10.45
52331,2024-03-23 15:00:45,78481,41207,CARRIER_E,standard,2134.7,30.1,1.9,0,1,2.8,7.3
52332,2025-11-19 03:25:41,59703,55536,CARRIER_D,fragile,1475.8,4.1,2.9,0,0,1.81,4.11
52333,2025-08-11 00:38:15,05300,15541,CARRIER_A,fragile,717.7,40.8,2.5,0,0,2.32,3.02
52334,2025-06-02 15:23:45,85750,36506,CARRIER_A,fragile,2949.3,28.8,6.8,0,0,2.02,8.24
52335,2024-06-21 00:39:05,37329,82833,CARRIER_E,fragile,2303.1,5.0,8.4,0,0,0.71,7.27
52336,2024-05-30 15:37:48,07318,61307,CARRIER_B,standard,2804.8,4.6,7.2,0,0,0.82,7.15
52337,2024-11-08 03:07:20,37758,33445,CARRIER_B,fragile,859.0,9.0,8.0,0,0,0.88,2.88
52338,2024-05-13 06:21:15,50712,62440,CARRIER_B,oversize,1714.4,48.4,7.6,0,0,1.47,7.25
52339,2025-04-23 20:41:23,62395,44937,CARRIER_E,fragile,1174.6,7.0,5.0,0,0,0.73,4.89
52340,2025-07-03 04:08:45,97183,84539,CARRIER_A,standard,725.0,38.8,4.7,0,0,0.12,2.95
52341,2024-12-15 02:19:13,83609,95644,CARRIER_B,fragile,1890.3,14.6,3.0,0,1,2.45,4.67
52342,2025-05-19 23:20:34,21375,15259,CARRIER_D,fragile,2076.8,9.1,3.6,0,0,1.51,6.59
52343,2025-07-22 14:16:27,27626,99579,CARRIER_E,oversize,331.3,48.2,9.9,0,0,0.18,6.28
52344,2025-10-28 09:21:49,98277,96864,CARRIER_B,fragile,1683.4,44.4,4.2,0,0,1.12,6.16
52345,2025-05-17 08:44:50,63470,63235,CARRIER_D,perishable,2934.1,3.6,3.2,0,1,0.75,6.9
52346,2024-06-19 14:49:08,83452,76357,CARRIER_E,oversize,1719.4,13.7,5.0,1,0,2.15,7.73
52347,2024-04-05 04:42:31,57841,61162,CARRIER_D,fragile,116.8,30.7,5.9,0,0,1.54,4.0
52348,2025-11-17 11:11:07,32788,61083,CARRIER_A,perishable,2997.8,8.4,2.3,0,0,2.69,6.54
52349,2025-07-18 15:04:06,60998,08208,CARRIER_E,oversize,2581.3,42.1,3.3,0,0,2.19,8.83
52350,2025-09-12 01:01:30,80432,40213,CARRIER_D,fragile,2758.3,14.5,4.3,0,0,1.8,7.44
52351,2024-11-05 03:24:36,01891,89442,CARRIER_D,fragile,1794.5,7.8,4.2,0,0,2.22,4.39
52352,2024-04-24 23:25:36,09925,55084,CARRIER_D,standard,969.5,30.0,2.6,0,0,2.38,4.38
52353,2025-03-12 08:42:55,51189,54889,CARRIER_A,standard,2706.5,48.7,1.8,0,0,0.73,7.7
52354,2025-04-11 23:54:28,98758,04636,CARRIER_B,perishable,2755.6,14.1,4.1,1,0,2.99,8.52
52355,2024-06-07 02:21:44,93607,53072,CARRIER_B,perishable,1398.2,52.1,3.1,0,0,2.31,4.71
52356,2024-12-09 00:36:48,38399,07911,CARRIER_E,fragile,1304.9,27.1,8.9,0,0,1.48,6.17
52357,2024-11-04 20:33:52,24655,38702,CARRIER_B,standard,1888.4,10.9,3.6,0,0,2.9,5.42
52358,2024-07-08 12:29:16,36285,30542,CARRIER_A,oversize,19.9,18.7,1.1,0,0,0.48,1.14
52359,2025-08-19 12:39:46,78539,54198,CARRIER_D,standard,896.1,26.1,1.1,0,0,1.94,4.04
52360,2024-12-20 14:03:13,70056,98908,CARRIER_C,standard,1280.4,41.5,6.8,0,0,2.75,6.43
52361,2025-11-07 04:05:57,72115,88205,CARRIER_A,oversize,398.0,14.2,1.3,0,0,2.3,0.75
52362,2025-11-16 05:57:04,65857,27297,CARRIER_C,fragile,1275.4,36.2,8.4,0,1,1.35,6.05
52363,2025-04-28 00:15:23,98594,84917,CARRIER_B,perishable,1127.3,67.1,4.1,0,0,2.12,6.37
52364,2025-05-26 01:33:23,88522,91961,CARRIER_E,fragile,1400.9,43.5,5.1,0,0,1.58,6.75
52365,2024-07-29 02:15:53,31780,62871,CARRIER_B,standard,1984.1,26.2,3.6,0,0,1.94,5.99
52366,2024-02-27 14:30:35,78123,85899,CARRIER_D,oversize,281.9,48.0,5.5,0,0,2.34,4.03
52367,2024-06-17 22:39:03,85220,46839,CARRIER_A,fragile,1539.9,54.7,5.7,0,0,1.16,5.48
52368,2024-11-19 02:56:07,91868,77387,CARRIER_A,perishable,1167.2,24.0,3.7,1,0,2.75,4.92
52369,2024-09-03 16:48:36,27611,78713,CARRIER_B,standard,2762.5,58.9,4.6,0,0,0.45,8.74
52370,2024-05-20 22:36:25,36626,72753,CARRIER_C,fragile,2782.4,52.2,4.1,0,0,2.13,8.79
52371,2024-01-10 05:54:38,45832,53678,CARRIER_D,perishable,1226.4,4.6,5.1,0,0,1.6,3.74
52372,2025-05-24 06:12:25,51071,43020,CARRIER_A,oversize,2055.7,18.7,0.2,0,1,1.35,4.38
52373,2025-05-01 20:49:13,48213,14229,CARRIER_C,standard,796.1,40.7,6.1,0,0,2.78,4.99
52374,2024-04-27 19:13:20,92256,25881,CARRIER_B,oversize,2104.6,71.3,5.3,0,1,1.25,8.21
52375,2025-07-25 17:00:17,70221,64715,CARRIER_E,oversize,2526.4,52.8,9.2,0,0,0.95,10.04
52376,2025-12-14 15:08:07,40726,21993,CARRIER_E,oversize,1076.8,41.2,1.4,0,1,1.69,5.3
52377,2025-12-30 20:51:34,24767,04997,CARRIER_E,standard,1126.7,65.3,8.4,1,0,2.25,8.25
52378,2024-05-22 00:15:54,09945,74030,CARRIER_C,oversize,2402.7,9.6,2.0,0,0,1.54,5.45
52379,2024-11-07 20:28:36,33663,30928,CARRIER_A,perishable,743.8,21.5,1.5,0,0,0.32,2.31
52380,2024-02-08 11:32:39,91587,83221,CARRIER_B,perishable,1585.5,63.5,7.8,0,0,0.88,7.18
52381,2024-01-09 23:50:33,97564,57251,CARRIER_D,standard,1778.4,45.1,9.5,0,0,1.38,7.76
52382,2025-09-07 18:56:30,82918,98433,CARRIER_D,standard,706.6,35.7,3.3,0,1,0.26,4.26
52383,2025-12-07 16:18:18,65320,70140,CARRIER_E,fragile,2170.3,13.7,1.5,0,1,2.48,6.57
52384,2024-05-27 15:47:34,05188,35927,CARRIER_A,perishable,1335.1,21.0,4.5,0,0,0.97,3.48
52385,2024-12-04 12:19:17,55017,55349,CARRIER_C,fragile,2012.3,35.4,1.6,0,0,0.77,6.27
52386,2024-01-18 12:42:12,05309,19714,CARRIER_D,fragile,2659.1,41.7,9.0,0,0,2.33,10.33
52387,2025-08-18 11:56:43,05541,13481,CARRIER_B,fragile,1607.2,12.8,8.4,0,0,1.4,5.47
52388,2025-02-04 02:19:06,30697,54070,CARRIER_D,perishable,204.1,58.6,6.5,1,0,1.08,5.25
52389,2024-08-01 06:19:07,99777,37084,CARRIER_E,oversize,1082.5,67.5,9.8,1,0,0.41,9.25
52390,2025-12-08 12:58:32,49969,37907,CARRIER_A,fragile,477.7,25.2,8.9,0,0,0.8,2.81
52391,2024-04-09 06:49:42,76556,46470,CARRIER_B,fragile,1229.5,57.6,8.7,1,0,2.84,7.97
52392,2024-07-14 06:33:31,79807,19308,CARRIER_B,perishable,945.5,57.7,6.4,1,1,0.3,5.79
52393,2025-06-29 20:10:46,97713,96088,CARRIER_B,oversize,1683.1,69.5,6.1,0,1,0.72,8.08
52394,2024-10-25 08:49:35,92303,55530,CARRIER_E,perishable,1216.9,63.6,2.5,0,0,2.82,6.72
52395,2025-05-26 09:29:52,33621,97416,CARRIER_D,fragile,2879.3,13.0,1.3,0,0,1.24,6.64
52396,2024-06-22 03:09:51,89687,90598,CARRIER_D,fragile,1229.8,51.3,6.4,0,1,2.32,6.33
52397,2025-04-25 14:35:15,12652,66181,CARRIER_A,standard,2442.7,64.0,5.9,0,0,1.04,8.37
52398,2025-02-11 07:53:47,56555,04333,CARRIER_E,standard,767.9,71.6,6.5,1,0,0.07,8.37
52399,2024-02-04 07:59:44,74597,23695,CARRIER_D,perishable,1647.7,50.4,5.4,0,1,1.43,7.48
52400,2024-08-23 15:15:58,76300,37352,CARRIER_D,standard,993.6,70.8,7.9,0,0,2.0,7.01
52401,2024-08-05 03:12:20,73720,12643,CARRIER_B,fragile,1151.5,3.7,8.0,0,0,2.63,3.54
52402,2025-03-07 16:41:20,84087,11987,CARRIER_B,oversize,969.1,13.5,3.4,0,0,0.14,2.58
52403,2024-11-15 22:55:02,87036,18861,CARRIER_A,standard,792.2,41.0,7.8,0,0,0.54,3.89
52404,2024-12-14 22:55:36,64977,28127,CARRIER_B,perishable,730.1,36.8,9.3,0,1,0.98,4.12
52405,2024-05-03 18:01:33,00720,56499,CARRIER_C,fragile,1567.5,33.7,4.2,0,0,1.25,5.29
52406,2025-11-09 02:35:44,11670,70319,CARRIER_B,fragile,1924.3,37.8,4.2,0,1,1.28,6.32
52407,2025-07-01 07:05:33,58711,01548,CARRIER_A,standard,1096.6,48.3,6.2,0,0,2.31,4.79
52408,2025-05-04 02:42:23,70519,33455,CARRIER_A,fragile,319.6,33.0,9.0,0,1,2.64,3.26
52409,2024-07-20 05:30:03,14244,15091,CARRIER_A,standard,171.1,64.1,1.0,0,1,1.14,2.89
52410,2025-05-13 07:02:52,09189,21617,CARRIER_B,fragile,65.4,1.1,2.7,0,0,1.93,0.76
52411,2024-06-20 11:38:08,47892,96934,CARRIER_E,standard,509.7,70.6,7.0,1,0,1.13,7.15
52412,2024-12-21 02:53:52,91631,97235,CARRIER_E,standard,74.1,1.9,8.1,0,1,2.46,3.37
52413,2024-07-14 19:43:23,99927,97096,CARRIER_E,standard,498.3,22.3,8.3,0,1,1.25,5.09
52414,2024-08-09 07:06:06,19330,42527,CARRIER_D,fragile,1201.6,53.0,7.1,0,0,2.87,5.98
52415,2025-04-19 01:22:27,74534,39370,CARRIER_A,standard,2343.1,61.2,1.2,1,1,1.63,7.94
52416,2024-08-17 04:38:08,76625,20543,CARRIER_D,oversize,2133.6,54.2,1.7,0,1,1.46,8.05
52417,2025-06-16 23:55:25,26431,91134,CARRIER_E,standard,1448.7,28.3,7.5,0,0,2.46,6.87
52418,2025-01-02 21:55:52,83012,22863,CARRIER_C,fragile,873.5,17.0,1.4,0,0,1.46,2.75
52419,2025-12-17 04:34:24,62490,21381,CARRIER_E,fragile,2447.2,57.3,9.8,0,0,2.21,10.36
52420,2024-05-20 02:17:01,92415,13144,CARRIER_C,perishable,2245.8,12.5,1.7,0,0,0.93,5.77
52421,2025-11-20 17:50:49,48140,36034,CARRIER_C,standard,2554.6,70.9,1.2,0,0,1.93,8.02
52422,2024-04-06 16:07:02,23259,67446,CARRIER_C,standard,1277.5,50.2,1.2,0,1,2.02,5.29
52423,2025-02-05 06:30:24,45326,55157,CARRIER_A,standard,1228.6,63.9,8.0,0,0,0.9,6.32
52424,2024-09-28 19:50:10,35527,77541,CARRIER_E,oversize,2753.6,65.9,5.4,1,1,0.03,11.18
52425,2025-07-03 04:14:44,06533,94007,CARRIER_C,perishable,291.5,12.7,0.2,0,0,1.38,2.06
52426,2024-04-05 05:55:48,08963,68631,CARRIER_A,oversize,151.8,65.5,4.0,0,0,0.18,3.12
52427,2024-07-04 23:25:00,64495,27157,CARRIER_B,oversize,500.7,38.8,5.7,0,0,0.46,3.42
52428,2024-06-17 10:56:34,61195,83196,CARRIER_C,fragile,2227.9,63.4,7.5,0,0,1.24,8.73
52429,2025-11-03 03:29:23,61257,00437,CARRIER_C,standard,1846.1,67.2,0.3,0,0,2.08,6.88
52430,2025-01-25 13:36:59,22538,78898,CARRIER_A,standard,2630.3,13.6,1.7,1,1,2.35,6.91
52431,2024-04-29 21:15:03,09057,08932,CARRIER_E,perishable,2931.4,41.7,1.2,0,0,0.97,9.28
52432,2025-07-30 18:27:39,85972,33752,CARRIER_C,standard,1850.3,16.4,3.0,0,0,2.59,5.12
52433,2024-07-27 11:10:54,12904,03344,CARRIER_C,oversize,2237.7,4.2,8.9,0,1,0.7,6.42
52434,2024-06-13 01:59:53,90284,36511,CARRIER_B,standard,472.8,60.7,2.8,0,0,2.52,3.85
52435,2024-12-26 20:46:15,46068,27865,CARRIER_B,fragile,1805.6,36.3,8.7,1,0,0.18,7.99
52436,2025-07-31 21:57:42,49807,37679,CARRIER_C,oversize,2845.0,9.2,5.3,0,0,0.94,7.45
